Task_ID,Stage,GPUs_Count,Time,Start,End,DatasetID,GPU_List,Makespan
0,VAE,4,4.164794713860163,0.0,4.164794713860163,1_69_1280_720_rank0,"[0, 1, 2, 3]",47.71805539750666
0,DIT,4,16.656757052066975,4.164794713860163,20.82155176592714,1_69_1280_720_rank0,"[0, 1, 2, 3]",47.71805539750666
1,VAE,4,6.497566276632618,0.0,6.497566276632618,1_109_1280_720_rank1,"[4, 5, 6, 7]",47.71805539750666
1,DIT,4,34.148493342410255,6.497566276632618,40.64605961904287,1_109_1280_720_rank1,"[4, 5, 6, 7]",47.71805539750666
2,VAE,4,5.765662555708762,0.0,5.765662555708762,1_97_1280_720_rank2,"[8, 9, 10, 11]",47.71805539750666
2,DIT,4,26.29581699162521,5.765662555708762,32.061479547333974,1_97_1280_720_rank2,"[8, 9, 10, 11]",47.71805539750666
3,VAE,4,2.106342328971299,0.0,2.106342328971299,6_13_1280_720_rank3,"[12, 13, 14, 15]",47.71805539750666
3,DIT,4,9.005622291561863,2.106342328971299,11.111964620533161,6_13_1280_720_rank3,"[12, 13, 14, 15]",47.71805539750666
4,VAE,4,4.564325911449568,0.0,4.564325911449568,2_53_1280_720_rank4,"[16, 17, 18, 19]",47.71805539750666
4,DIT,4,21.45863950456748,4.564325911449568,26.022965416017048,2_53_1280_720_rank4,"[16, 17, 18, 19]",47.71805539750666
5,VAE,4,4.151554947954142,0.0,4.151554947954142,2_49_1280_720_rank5,"[20, 21, 22, 23]",47.71805539750666
5,DIT,4,16.95012196750747,4.151554947954142,21.101676915461614,2_49_1280_720_rank5,"[20, 21, 22, 23]",47.71805539750666
6,VAE,4,6.986899051280715,0.0,6.986899051280715,1_117_1280_720_rank6,"[24, 25, 26, 27]",47.71805539750666
6,DIT,4,40.731156346225944,6.986899051280715,47.71805539750666,1_117_1280_720_rank6,"[24, 25, 26, 27]",47.71805539750666
7,VAE,4,4.344615827773153,0.0,4.344615827773153,4_33_1280_720_rank7,"[28, 29, 30, 31]",47.71805539750666
7,DIT,4,27.198993577564668,4.344615827773153,31.543609405337822,4_33_1280_720_rank7,"[28, 29, 30, 31]",47.71805539750666
